id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,falha_desgaste_ferramenta,falha_dissipacao_calor,falha_potencia,falha_tensao_excessiva,falha_aleatoria
L53887,L,301.3,310.6,90.0,1521.588947810716,39.0,104.04401305817885,0,0,0,0,0,0
L57128,L,298.2,307.8,90.0,1804.0,25.1,104.04401305817885,0,0,0,0,0,0
L55145,L,301.1,312.3,90.0,1464.0,35.3,65.0,0,0,0,0,0,0
L50825,L,302.2,311.5,90.0,1413.0,43.5,83.0,0,0,0,0,0,0
L49680,L,299.1,309.8,90.0,1617.0,32.3,223.0,0,0,0,0,0,0
L52857,L,302.3,311.8,90.0,1281.0,51.7,94.0,0,0,0,0,0,0
L52421,L,303.7,313.1,90.0,1521.588947810716,28.4,46.0,0,0,0,0,0,0
H35932,H,301.0,310.0,90.0,1212.0,67.9,30.0,0,0,0,0,0,0
M17643,M,300.2,309.6,90.0,1528.0,35.1,44.0,0,0,0,0,0,0
L53338,L,301.1,311.0,90.0,1677.0,29.1,188.0,0,0,0,0,0,0
L50989,L,302.2,310.8,90.0,1350.0,56.6,76.0,0,0,0,0,0,0
H38842,H,299.6,308.8,90.0,1837.0,28.4,34.0,0,0,0,0,0,0
H38938,H,299.0,310.3,90.0,1658.0,27.6,69.0,0,0,0,0,0,0
L55779,L,297.6,308.4,90.0,1460.0,40.3,195.0,0,0,0,0,0,0
L48876,L,299.6,307.6,90.0,1550.0,39.0,104.04401305817885,0,0,0,0,0,0
L52865,L,299.6,311.5,90.0,1482.0,45.6,87.0,0,0,0,0,0,0
L55547,L,298.9,309.8,90.0,1390.0,49.9,94.0,0,0,0,0,0,0
L53119,L,300.5,310.5,90.0,1483.0,60.9,73.0,0,0,0,0,0,0
L49232,L,299.5,309.9485790946597,90.0,1477.0,40.4,138.0,0,0,0,0,0,0
L48956,L,298.5,308.1,90.0,1564.0,31.1,34.0,0,0,0,0,0,0
L53740,L,301.6,310.8,90.0,1961.0,,94.0,0,0,0,0,0,0
L50493,L,301.4,310.4,90.0,1737.0,31.9,96.0,0,0,0,0,0,0
L51961,L,303.7,312.3,90.0,1384.0,45.9,121.0,0,0,0,0,0,0
L55718,L,298.5,309.4,90.0,1548.0,37.7,43.0,0,0,0,0,0,0
M21641,M,301.3,310.8,90.0,1494.0,35.3,54.0,0,0,0,0,0,0
L48772,L,298.1,308.4,90.0,1592.0,38.2,211.0,0,0,0,0,0,0
L48903,L,298.2,307.8,90.0,2029.0,19.9,96.0,0,0,0,0,0,0
L47395,L,298.3,308.6,90.0,1548.0,,94.0,0,0,0,0,0,0
L53506,L,300.6,310.0,90.0,1455.0,40.4,172.0,0,0,0,0,0,0
H37670,H,299.6,310.5,90.0,1336.0,56.8,136.0,0,0,0,0,0,0
L47670,L,297.4,309.2,90.0,1483.0,37.9,191.0,0,0,0,0,0,0
L56313,L,299.8752482392333,308.7,90.0,1479.0,45.7,93.0,0,0,0,0,0,0
H32897,H,301.9,310.8,90.0,1455.0,42.7,85.0,0,0,0,0,0,0
M19962,M,304.1,313.5,90.0,1483.0,33.6,108.0,0,0,0,0,0,0
L52367,L,304.0,313.1,90.0,1648.0,35.7,94.0,0,0,0,0,0,0
L50611,L,301.6,310.7,90.0,1429.0,43.6,94.0,0,0,0,0,0,0
M24058,M,297.9,308.8,90.0,1538.0,37.6,54.0,0,0,0,0,0,0
M22570,M,300.5,311.4,90.0,1390.0,51.9,68.0,0,0,0,0,0,0
M20373,M,302.8,312.2,90.0,1452.0,50.3,60.0,0,0,0,0,0,0
L47205,L,299.0,309.5,90.0,1861.0,23.3,73.0,0,0,0,0,0,0
M18372,M,301.8,311.0,90.0,1393.0,49.5,168.0,0,0,0,0,0,0
L49589,L,299.6,308.5,90.0,1539.0,46.8,190.0,0,0,0,0,0,0
L50450,L,301.4,310.1,90.0,1937.0,21.8,205.0,0,0,0,0,0,0
M20069,M,303.8,312.7,90.0,1507.0,38.5,180.0,0,0,0,0,0,0
L55891,L,297.1,309.8,90.0,1733.0,28.7,50.0,0,0,0,0,0,0
L48732,L,298.5,308.9,90.0,1781.0,27.8,104.04401305817885,0,0,0,0,0,0
M24057,M,297.9,308.8,90.0,1469.0,49.0,51.0,0,0,0,0,0,0
M23481,M,297.6,308.5,90.0,1431.0,52.6,26.0,0,0,0,0,0,0
M18731,M,302.7,311.8,90.0,1728.0,30.0,12.0,0,0,0,0,0,0
L50582,L,299.6,310.6,90.0,1347.0,53.3,104.0,0,0,0,0,0,0
M19389,M,302.4,310.4,90.0,1586.0,34.3,149.0,0,0,0,0,0,0
L48159,L,296.2,306.8,90.0,1389.0,53.3,94.0,0,0,0,0,0,0
M17515,M,299.8,309.4,90.0,1751.0,27.0,173.0,0,0,0,0,0,0
L49027,L,297.8,307.3,90.0,1412.0,50.7,24.0,0,0,0,0,0,0
L55144,L,300.9,312.1,90.0,1423.0,40.2,63.0,0,0,0,0,0,0
L55420,L,299.0,310.4,90.0,1483.0,41.5,96.0,0,0,0,0,0,0
L54325,L,300.5,310.0,90.0,1413.0,44.5,152.0,0,0,0,0,0,0
L54479,L,300.1,310.5,90.0,1492.0,50.9,111.0,0,0,0,0,0,0
M20581,M,302.3,311.8,90.0,1443.0,43.4,175.0,0,0,0,0,0,0
L47695,L,297.5,309.2,90.0,1715.0,28.0,30.0,0,0,0,0,0,0
L55925,L,297.4,308.6,90.0,1411.0,46.3,94.0,0,0,0,0,0,0
M23157,M,298.8,309.8,90.0,1595.0,33.1,34.0,0,0,0,0,0,0
L48282,L,296.8,307.5,90.0,1347.0,54.8,104.04401305817885,0,0,0,0,0,0
L50456,L,301.3,310.0,90.0,1438.0,40.9,7.0,0,0,0,0,0,0
L54397,L,299.9,309.8,90.0,1716.0,28.2,117.0,0,0,0,0,0,0
L54569,L,299.6,310.6,90.0,1707.0,32.5,124.0,0,0,0,0,0,0
L56257,L,297.3,308.1,90.0,1762.0,26.1,154.0,0,0,0,0,0,0
M23197,M,298.8,309.8,90.0,1589.0,35.3,149.0,0,0,0,0,0,0
M18856,M,302.3,311.3,90.0,1625.0,33.1,137.0,0,0,0,0,0,0
M15054,M,298.2,308.5,90.0,2678.0,10.7,86.0,1,0,0,1,0,0
M19571,M,303.4,311.7,90.0,1515.0,44.2,168.0,0,0,0,0,0,0
M15503,M,297.8,309.4,90.0,1495.0,36.5,132.0,0,0,0,0,0,0
L56269,L,297.2,309.8,90.0,1483.0,20.3,186.0,0,0,0,0,0,0
L50465,L,301.2,309.9,90.0,1687.0,29.7,30.0,0,0,0,0,0,0
L50296,L,300.0,309.2,90.0,1566.0,34.4,94.0,0,0,0,0,0,0
L53656,L,300.5,309.7,90.0,1384.0,48.6,141.0,0,0,0,0,0,0
L50755,L,301.7,309.8,90.0,1567.0,39.1,114.0,0,0,0,0,0,0
L56203,L,297.4,308.3,90.0,1706.0,30.9,9.0,0,0,0,0,0,0
L51500,L,301.7,310.3,90.0,1397.0,44.6,57.0,0,0,0,0,0,0
L57172,L,298.8,308.4,90.0,1484.0,39.2,8.0,0,0,0,0,0,0
L49387,L,299.8,309.2,90.0,1591.0,37.5,109.0,0,0,0,0,0,0
M19412,M,302.7,310.5,90.0,1880.0,22.7,207.0,0,0,0,0,0,0
L54496,L,299.9,310.4,90.0,1497.0,47.0,94.0,0,0,0,0,0,0
L50898,L,302.4,311.4,90.0,1450.0,44.1,56.0,0,0,0,0,0,0
L48152,L,295.8,306.6,90.0,1483.0,35.2,94.0,0,0,0,0,0,0
L51759,L,303.0,311.2,90.0,1374.0,48.2,65.0,1,0,1,0,0,0
L47899,L,297.4,308.8,90.0,1447.0,58.1,129.0,0,0,0,0,0,0
M23877,M,297.3,308.1,90.0,1369.0,52.0,214.0,0,0,0,0,0,0
L53335,L,301.0,311.0,90.0,1634.0,31.2,182.0,0,0,0,0,0,0
L56610,L,298.1,308.7,90.0,1671.0,28.8,41.0,0,0,0,0,0,0
M18756,M,302.2,311.2,90.0,1483.0,33.2,74.0,0,0,0,0,0,0
L49983,L,300.2,309.5,90.0,1343.0,,94.0,0,0,0,0,0,0
M17426,M,299.6,309.0,90.0,1420.0,41.6,155.0,0,0,0,0,0,0
H33439,H,302.1,311.0,90.0,1729.0,26.1,210.0,0,0,0,0,0,0
M21058,M,301.0,310.9,90.0,1554.0,32.7,59.0,0,0,0,0,0,0
L47212,L,299.8752482392333,309.4,90.0,1483.0,48.3,91.0,0,0,0,0,0,0
M23167,M,298.7,310.1,90.0,1402.0,69.7,64.0,1,0,0,1,0,0
H38245,H,299.8752482392333,308.7,90.0,1726.0,26.8,158.0,0,0,0,0,0,0
M24678,M,298.6,309.4,90.0,1521.588947810716,45.1,94.0,0,0,0,0,0,0
L51243,L,302.0,310.8,90.0,1948.0,19.7,66.0,0,0,0,0,0,0
M23808,M,297.4,308.3,90.0,1483.0,41.9,47.0,0,0,0,0,0,0
L52720,L,302.4,311.8,90.0,1493.0,38.4,132.0,0,0,0,0,0,0
M16557,M,297.9,307.6,90.0,1519.0,44.0,37.0,0,0,0,0,0,0
L49972,L,300.4,309.7,90.0,1584.0,32.6,71.0,0,0,0,0,0,0
L49402,L,299.6,309.9485790946597,90.0,1605.0,33.0,151.0,0,0,0,0,0,0
L52998,L,301.3,309.8,90.0,1483.0,36.9,206.0,0,0,0,0,0,0
M24522,M,299.1,310.1,90.0,1570.0,30.9,226.0,0,0,0,0,0,0
L50944,L,302.4,311.0,90.0,1329.0,54.6,176.0,0,0,0,0,0,0
L51046,L,302.6,311.6,90.0,1311.0,53.2,0.0,0,0,0,0,0,0
L53601,L,300.3,309.9,90.0,1527.0,,94.0,0,0,0,0,0,0
L56579,L,297.8,308.3,90.0,1477.0,44.8,170.0,0,0,0,0,0,0
M23798,M,297.4,308.4,90.0,1517.0,41.0,18.0,0,0,0,0,0,0
L53851,L,301.5,310.6,90.0,1357.0,42.1,212.0,0,0,0,0,0,0
L55158,L,301.2,312.4,90.0,1480.0,53.5,97.0,0,0,0,0,0,0
M18618,M,302.2,311.0,90.0,1476.0,47.4,161.0,0,0,0,0,0,0
H39188,H,298.6,309.5,90.0,1483.0,41.0,94.0,0,0,0,0,0,0
M18087,M,300.5,309.3,90.0,1589.0,34.9,91.0,0,0,0,0,0,0
L54982,L,299.6,311.3,90.0,1429.0,58.2,103.0,0,0,0,0,0,0
M18783,M,302.6,311.4,90.0,1483.0,31.2,154.0,0,0,0,0,0,0
H33318,H,302.2,311.1,90.0,1426.0,50.6,94.0,0,0,0,0,0,0
H31691,H,299.3,308.7,90.0,1408.0,44.4,82.0,0,0,0,0,0,0
L53990,L,301.0,310.7,90.0,1727.0,34.5,127.0,0,0,0,0,0,0
H30815,H,298.9,310.2,90.0,1532.0,37.7,166.0,0,0,0,0,0,0
L47919,L,296.9,308.4,90.0,1390.0,41.8,184.0,0,0,0,0,0,0
L51446,L,302.7,311.1,90.0,1440.0,39.5,146.0,0,0,0,0,0,0
M24721,M,298.7,309.6,90.0,1483.0,24.8,78.0,0,0,0,0,0,0
M22212,M,299.7,310.2,90.0,1440.0,42.8,30.0,0,0,0,0,0,0
L54698,L,300.2,311.5,90.0,1500.0,40.8,17.0,0,0,0,0,0,0
H33265,H,302.2,310.9,90.0,1415.0,48.4,185.0,0,0,0,0,0,0
H38045,H,297.3,308.3,90.0,1506.0,37.0,104.04401305817885,0,0,0,0,0,0
M17521,M,299.9,309.4,90.0,1509.0,42.8,190.0,0,0,0,0,0,0
M21364,M,301.0,310.1,90.0,1681.0,27.4,94.0,0,0,0,0,0,0
M24659,M,298.5,309.3,90.0,1551.0,34.7,121.0,0,0,0,0,0,0
L47854,L,297.8,309.0,90.0,1456.0,41.2,0.0,0,0,0,0,0,0
L54285,L,300.9,309.9485790946597,90.0,1536.0,34.2,45.0,0,0,0,0,0,0
L53540,L,300.1,309.7,90.0,1441.0,40.1,46.0,0,0,0,0,0,0
L51021,L,302.4,311.1,90.0,1565.0,42.8,163.0,0,0,0,0,0,0
M16675,M,298.1,307.6,90.0,1565.0,36.3,140.0,0,0,0,0,0,0
L56669,L,298.9,309.7,90.0,1407.0,41.9,207.0,0,0,0,0,0,0
L57018,L,298.4,309.2,90.0,1425.0,45.5,11.0,0,0,0,0,0,0
L56381,L,297.8,309.8,90.0,1404.0,44.2,62.0,0,0,0,0,0,0
M19513,M,303.1,311.1,90.0,1483.0,35.5,13.0,0,0,0,0,0,0
L55872,L,299.6,308.4,90.0,1583.0,31.9,2.0,0,0,0,0,0,0
M16960,M,299.3,309.3,90.0,1471.0,46.0,42.0,0,0,0,0,0,0
L54891,L,300.4,311.4,90.0,1309.0,55.5,71.0,0,0,0,0,0,0
M16533,M,298.1,307.8,90.0,1384.0,43.7,200.0,0,0,0,0,0,0
L49281,L,299.3,309.3,90.0,1528.0,37.8,45.0,0,0,0,0,0,0
L51393,L,302.1,310.7,90.0,1465.0,40.7,13.0,0,0,0,0,0,0
L54138,L,300.6,311.0,90.0,1563.0,40.7,87.0,0,0,0,0,0,0
M16408,M,298.3,308.8,90.0,1483.0,52.1,104.0,0,0,0,0,0,0
M24410,M,299.5,311.0,90.0,1451.0,43.3,94.0,0,0,0,0,0,0
L50503,L,299.6,310.5,90.0,1589.0,36.7,118.0,0,0,0,0,0,0
L56763,L,299.3,310.5,90.0,1281.0,59.8,15.0,0,0,0,0,0,0
L47535,L,297.6,308.3,90.0,1623.0,36.9,61.0,0,0,0,0,0,0
L52364,L,299.6,313.0,90.0,1397.0,42.4,113.0,0,0,0,0,0,0
L48641,L,298.9,310.2,90.0,1491.0,45.1,101.0,0,0,0,0,0,0
L54804,L,300.6,311.7,90.0,1507.0,45.5,94.0,0,0,0,0,0,0
M24245,M,297.5,308.1,90.0,1907.0,23.5,125.0,0,0,0,0,0,0
M18080,M,299.8752482392333,309.6,90.0,1525.0,36.5,71.0,0,0,0,0,0,0
L48119,L,295.5,306.1,90.0,1488.0,40.7,31.0,0,0,0,0,0,0
L52327,L,304.4,313.6,90.0,1569.0,38.4,11.0,0,0,0,0,0,0
M20783,M,300.4,310.3,90.0,1537.0,35.0,33.0,0,0,0,0,0,0
H37297,H,300.7,312.3,90.0,1446.0,45.4,86.0,0,0,0,0,0,0
L48931,L,298.3,307.6,90.0,1942.0,20.6,176.0,0,0,0,0,0,0
L56648,L,298.6,309.4,90.0,1375.0,55.4,145.0,0,0,0,0,0,0
L54777,L,300.5,311.0,90.0,2074.0,18.9,9.0,0,0,0,0,0,0
L48952,L,298.4,308.0,90.0,1508.0,47.9,25.0,0,0,0,0,0,0
M16056,M,297.0,307.9,90.0,1493.0,34.7,57.0,0,0,0,0,0,0
M16738,M,298.1,307.7,90.0,1424.0,47.7,103.0,0,0,0,0,0,0
M17528,M,299.8,309.3,90.0,1521.588947810716,31.1,211.0,0,0,0,0,0,0
L50351,L,300.4,309.6,90.0,1386.0,56.9,170.0,0,0,0,0,0,0
L49196,L,298.5,309.8,90.0,1458.0,44.0,44.0,0,0,0,0,0,0
L49185,L,298.5,308.3,90.0,1504.0,38.0,20.0,0,0,0,0,0,0
L55452,L,298.9,310.6,90.0,1363.0,52.6,190.0,0,0,0,0,0,0
L51073,L,302.3,311.2,90.0,1549.0,40.6,66.0,0,0,0,0,0,0
M24851,M,298.9,308.4,90.0,1827.0,26.1,5.0,0,0,0,0,0,0
M18097,M,300.9,309.5,90.0,1758.0,26.8,116.0,0,0,0,0,0,0
M19284,M,302.6,310.2,90.0,1631.0,31.0,100.0,0,0,0,0,0,0
L51924,L,303.3,311.3,90.0,1393.0,47.4,18.0,0,0,0,0,0,0
M16938,M,299.4,309.3,90.0,1521.588947810716,28.4,201.0,0,0,0,0,0,0
L52399,L,303.8,313.0,90.0,1365.0,59.9,205.0,1,0,0,0,1,0
L47576,L,297.4,309.8,90.0,1490.0,42.6,164.0,0,0,0,0,0,0
L49968,L,300.3,309.6,90.0,1326.0,52.4,57.0,0,0,0,0,0,0
M23737,M,298.1,309.2,90.0,1460.0,45.8,80.0,0,0,0,0,0,0
L55818,L,299.8752482392333,308.5,90.0,1572.0,35.9,71.0,0,0,0,0,0,0
L51252,L,301.9,310.6,90.0,1610.0,33.4,87.0,0,0,0,0,0,0
L52754,L,302.4,312.0,90.0,1483.0,49.1,16.0,0,0,0,0,0,0
L55549,L,298.8,309.8,90.0,1953.0,20.6,25.0,0,0,0,0,0,0
L56687,L,299.3,310.5,90.0,1505.0,38.8,30.0,0,0,0,0,0,0
H34769,H,303.3,312.5,90.0,1328.0,49.8,120.0,0,0,0,0,0,0
L54413,L,299.9,310.0,90.0,1447.0,45.9,162.0,0,0,0,0,0,0
H38897,H,298.9,309.6,90.0,1546.0,35.3,94.0,0,0,0,0,0,0
L54000,L,300.8,310.6,90.0,1551.0,34.5,153.0,0,0,0,0,0,0
M16379,M,298.2,309.8,90.0,1512.0,,94.0,0,0,0,0,0,0
L55376,L,299.4,310.8,90.0,1622.0,33.6,217.0,0,0,0,0,0,0
H30792,H,298.8,310.2,90.0,1521.588947810716,44.9,94.0,0,0,0,0,0,0
H35086,H,299.6,311.6,90.0,1701.0,26.2,46.0,0,0,0,0,0,0
L48203,L,296.2,307.3,90.0,1881.0,24.3,104.04401305817885,0,0,0,0,0,0
L49767,L,299.0,308.7,90.0,2248.0,16.8,204.0,0,0,0,0,0,0
L54222,L,299.6,310.5,90.0,1642.0,29.9,104.04401305817885,0,0,0,0,0,0
M20481,M,302.9,312.2,90.0,1292.0,54.4,136.0,0,0,0,0,0,0
H37051,H,300.4,311.4,90.0,1483.0,52.4,105.0,0,0,0,0,0,0
H34422,H,303.7,312.8,90.0,1488.0,42.8,54.0,0,0,0,0,0,0
M17717,M,300.4,309.2,90.0,1528.0,37.2,228.0,0,0,0,0,0,0
M23114,M,299.0,310.4,90.0,1625.0,37.1,131.0,0,0,0,0,0,0
L52951,L,301.6,311.2,90.0,1525.0,43.7,91.0,0,0,0,0,0,0
L53022,L,301.4,311.2,90.0,1355.0,50.6,37.0,0,0,0,0,0,0
L55207,L,300.6,311.9,90.0,1521.588947810716,44.9,224.0,0,0,0,0,0,0
L53012,L,301.3,311.2,90.0,1675.0,32.1,12.0,0,0,0,0,0,0
M16489,M,297.9,307.9,90.0,1336.0,54.4,82.0,0,0,0,0,0,0
L52068,L,303.7,312.4,90.0,1512.0,39.2,184.0,0,0,0,0,0,0
L51706,L,302.4,310.4,90.0,1521.0,38.5,142.0,0,0,0,0,0,0
L50703,L,301.8,310.9,90.0,1521.0,39.3,197.0,0,0,0,0,0,0
M20764,M,300.8,310.5,90.0,1330.0,59.0,190.0,0,0,0,0,0,0
L54961,L,300.4,311.7,90.0,1513.0,40.0,51.0,0,0,0,0,0,0
L50787,L,301.6,310.7,90.0,1638.0,33.8,196.0,0,0,0,0,0,0
L56598,L,298.0,308.4,90.0,1432.0,46.2,11.0,0,0,0,0,0,0
L52400,L,299.8752482392333,313.0,90.0,1633.0,32.9,94.0,0,0,0,0,0,0
L47414,L,298.2,308.4,90.0,1478.0,42.9,183.0,0,0,0,0,0,0
M22615,M,300.4,311.8,90.0,1362.0,47.6,188.0,0,0,0,0,0,0
M18656,M,302.1,310.8,90.0,1504.0,37.5,42.0,0,0,0,0,0,0
L51298,L,302.0,310.6,90.0,1366.0,47.7,206.0,0,0,0,0,0,0
M21178,M,299.6,310.3,90.0,1416.0,50.9,152.0,0,0,0,0,0,0
M19861,M,303.6,309.8,90.0,2174.0,17.6,37.0,0,0,0,0,0,0
M18660,M,302.1,310.9,90.0,1916.0,23.1,51.0,0,0,0,0,0,0
M22669,M,300.0,311.4,90.0,1537.0,35.4,120.0,0,0,0,0,0,0
M18759,M,302.1,311.0,90.0,1711.0,28.7,83.0,0,0,0,0,0,0
L52204,L,303.9,313.1,90.0,1639.0,29.0,95.0,0,0,0,0,0,0
L49128,L,298.1,308.1,90.0,1410.0,45.8,71.0,0,0,0,0,0,0
M21221,M,300.1,309.7,90.0,1348.0,57.3,48.0,0,0,0,0,0,0
H29884,H,297.3,309.9485790946597,90.0,1499.0,44.2,134.0,0,0,0,0,0,0
L57124,L,299.6,307.9,90.0,1399.0,47.8,99.0,0,0,0,0,0,0
H32906,H,301.9,309.8,90.0,1336.0,63.6,111.0,0,0,0,0,0,0
L53271,L,299.8752482392333,309.8,90.0,1412.0,57.5,16.0,0,0,0,0,0,1
M17531,M,299.7,309.3,90.0,1399.0,41.9,221.0,1,1,0,0,0,0
H39214,H,298.5,309.3,90.0,1421.0,50.3,124.0,0,0,0,0,0,0
M17084,M,299.7,309.0,90.0,1645.0,31.9,155.0,0,0,0,0,0,0
L48286,L,296.7,307.6,90.0,1540.0,38.6,53.0,0,0,0,0,0,0
L49368,L,299.7,309.3,90.0,1420.0,44.1,94.0,0,0,0,0,0,0
L47998,L,296.8,307.6,90.0,1304.0,48.7,104.04401305817885,0,0,0,0,0,0
L52751,L,302.4,309.8,90.0,1562.0,37.9,10.0,0,0,0,0,0,0
L51703,L,302.5,310.4,90.0,1488.0,48.4,134.0,0,0,0,0,0,0
L52973,L,301.8,311.3,90.0,1471.0,44.2,148.0,0,0,0,0,0,0
M24241,M,297.5,308.1,90.0,1480.0,42.4,112.0,0,0,0,0,0,0
M23640,M,297.5,308.6,90.0,1327.0,52.1,24.0,0,0,0,0,0,0
L54639,L,300.0,311.5,90.0,1591.0,32.0,79.0,0,0,0,0,0,0
H32038,H,299.7,309.5,90.0,1483.0,46.8,86.0,0,0,0,0,0,0
L54274,L,300.6,309.9485790946597,90.0,1447.0,45.9,17.0,0,0,0,0,0,0
L56572,L,297.6,308.1,90.0,1437.0,46.3,149.0,0,0,0,0,0,0
M24776,M,298.5,308.8,90.0,1553.0,34.9,18.0,0,0,0,0,0,0
M23979,M,297.4,308.4,90.0,1483.0,29.5,59.0,0,0,0,0,0,0
M15748,M,295.6,306.1,90.0,1651.0,28.1,110.0,0,0,0,0,0,0
L49617,L,299.1,308.3,90.0,1426.0,40.1,104.04401305817885,0,0,0,0,0,0
L53236,L,300.8,310.8,90.0,1634.0,29.2,149.0,0,0,0,0,0,0
M21924,M,300.8,310.5,90.0,1696.0,29.7,162.0,0,0,0,0,0,0
L47997,L,296.8,307.6,90.0,1368.0,52.0,140.0,0,0,0,0,0,0
L56114,L,297.3,308.2,90.0,1601.0,35.7,9.0,0,0,0,0,0,0
L50594,L,299.6,310.3,90.0,1555.0,41.2,131.0,0,0,0,0,0,0
L53532,L,300.0,309.6,90.0,1496.0,38.8,27.0,0,0,0,0,0,0
L49521,L,299.1,309.8,90.0,1409.0,46.4,12.0,0,0,0,0,0,0
L56209,L,299.6,308.3,90.0,1483.0,38.8,23.0,0,0,0,0,0,0
L50347,L,299.6,309.7,90.0,1384.0,45.1,159.0,0,0,0,0,0,0
L48989,L,298.1,307.7,90.0,1767.0,27.0,127.0,0,0,0,0,0,0
L55215,L,300.7,311.7,90.0,1910.0,19.7,13.0,0,0,0,0,0,0
M16124,M,297.8,309.8,90.0,2243.0,15.7,94.0,0,0,0,0,0,0
L52266,L,304.0,309.8,90.0,1541.0,45.9,64.0,0,0,0,0,0,0
M24535,M,299.0,310.2,90.0,1298.0,57.2,104.04401305817885,0,0,0,0,0,0
L53015,L,299.6,311.2,90.0,1668.0,30.1,94.0,0,0,0,0,0,0
M20054,M,303.9,313.1,90.0,1668.0,34.4,137.0,0,0,0,0,0,0
M19309,M,302.4,310.3,90.0,1378.0,54.3,165.0,1,0,1,0,0,0
L52125,L,303.6,312.7,90.0,1418.0,44.1,118.0,0,0,0,0,0,0
M18905,M,301.8,310.9,90.0,1881.0,20.9,23.0,0,0,0,0,0,0
M21363,M,300.9,309.9,90.0,1483.0,42.9,209.0,0,0,0,0,0,0
L50882,L,299.6,311.2,90.0,1434.0,44.9,15.0,0,0,0,0,0,0
L48215,L,296.4,307.4,90.0,1403.0,48.4,70.0,0,0,0,0,0,0
L56436,L,299.8752482392333,309.1,90.0,1569.0,35.2,199.0,0,0,0,0,0,0
M20450,M,302.5,311.9,90.0,1340.0,59.4,60.0,0,0,0,0,0,0
M16088,M,297.1,308.4,90.0,1583.0,38.2,94.0,0,0,0,0,0,0
M24859,M,299.0,308.7,90.0,1500.0,40.2,30.0,0,0,0,0,0,0
L53991,L,299.6,310.6,90.0,1504.0,46.4,129.0,0,0,0,0,0,0
L52321,L,299.6,313.7,90.0,1509.0,35.0,205.0,1,1,0,0,0,0
H29466,H,299.6,309.0,90.0,1497.0,43.8,147.0,0,0,0,0,0,0
L56247,L,297.1,308.2,90.0,1351.0,56.6,126.0,0,0,0,0,0,0
M23255,M,299.6,309.5,90.0,1521.588947810716,44.8,92.0,0,0,0,0,0,0
L47339,L,298.4,309.8,90.0,1483.0,47.0,214.0,0,0,0,0,0,0
L54732,L,300.3,311.3,90.0,1525.0,40.7,105.0,0,0,0,0,0,0
M16447,M,298.2,308.3,90.0,1448.0,43.3,199.0,0,0,0,0,0,0
M16449,M,298.1,309.9485790946597,90.0,1453.0,41.5,204.0,0,0,0,0,0,0
M24701,M,298.3,309.2,90.0,1359.0,51.4,21.0,0,0,0,0,0,0
H38742,H,298.5,309.1,90.0,2051.0,19.0,184.0,0,0,0,0,0,0
M21790,M,300.9,311.5,90.0,1836.0,21.8,12.0,0,0,0,0,0,0
M21456,M,301.5,310.7,90.0,1454.0,39.4,17.0,0,0,0,0,0,0
L53354,L,299.8752482392333,310.7,90.0,1573.0,31.2,2.0,0,0,0,0,0,0
L55278,L,300.2,311.6,90.0,1500.0,39.0,94.0,0,0,0,0,0,0
L51038,L,302.5,311.4,90.0,1559.0,37.6,209.0,0,0,0,0,0,0
H39228,H,298.3,309.1,90.0,1430.0,40.9,162.0,0,0,0,0,0,0
M21551,M,301.7,311.0,90.0,1510.0,47.8,27.0,0,0,0,0,0,0
M17688,M,300.4,309.4,90.0,1875.0,23.9,155.0,0,0,0,0,0,0
L47616,L,297.3,308.3,90.0,1521.588947810716,,94.0,0,0,0,0,0,0
L55454,L,298.9,309.8,90.0,1640.0,29.2,195.0,0,0,0,0,0,0
L55348,L,299.7,311.1,90.0,1690.0,30.6,148.0,0,0,0,0,0,0
L51058,L,302.6,311.7,90.0,1773.0,27.1,30.0,0,0,0,0,0,0
L48768,L,298.2,308.3,90.0,1688.0,32.0,202.0,0,0,0,0,0,0
M17640,M,300.2,309.6,90.0,1556.0,35.8,36.0,0,0,0,0,0,0
L56161,L,297.0,309.8,90.0,1502.0,39.4,126.0,0,0,0,0,0,0
L55741,L,298.2,308.9,90.0,1332.0,44.4,94.0,0,0,0,0,0,0
L52866,L,302.2,311.6,90.0,1658.0,31.4,89.0,0,0,0,0,0,0
L51145,L,302.3,311.5,90.0,1507.0,37.5,55.0,0,0,0,0,0,0
M19587,M,303.4,311.8,90.0,1521.588947810716,47.0,210.0,1,0,1,0,0,0
L48153,L,295.9,306.6,90.0,1679.0,30.4,117.0,0,0,0,0,0,0
M16098,M,297.1,309.8,90.0,1521.588947810716,32.6,184.0,0,0,0,0,0,0
L50131,L,300.7,309.5,90.0,1685.0,31.1,104.04401305817885,0,0,0,0,0,0
M17202,M,299.2,308.2,90.0,1674.0,28.2,94.0,0,0,0,0,0,0
M21380,M,301.2,310.1,90.0,1666.0,34.9,37.0,0,0,0,0,0,0
L54490,L,300.0,310.5,90.0,1606.0,33.5,135.0,0,0,0,0,0,0
L53226,L,300.9,311.0,90.0,1316.0,56.5,120.0,0,0,0,0,0,0
M17018,M,299.5,309.0,90.0,1399.0,49.7,94.0,0,0,0,0,0,0
L56468,L,298.2,308.9,90.0,1444.0,53.1,83.0,0,0,0,0,0,0
M21449,M,299.6,310.6,90.0,1553.0,38.9,0.0,0,0,0,0,0,0
