id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,falha_desgaste_ferramenta,falha_dissipacao_calor,falha_potencia,falha_tensao_excessiva,falha_aleatoria,delta_temperatura,potencia
M20336,M,29.450000000000045,38.950000000000045,90.0,1492.0,42.8,181.0,0,0,0,0,0,0,-9.5,63857.6
L56674,L,26.05000000000001,36.75,90.0,1367.0,47.4,219.0,0,0,0,0,0,0,-10.699999999999989,64795.799999999996
L53352,L,27.650000000000034,37.650000000000034,90.0,1470.0,45.1,64.0,0,0,0,0,0,0,-10.0,66297.0
L54218,L,27.55000000000001,37.450000000000045,90.0,1496.0,36.0,89.0,0,0,0,0,0,0,-9.900000000000034,53856.0
L53762,L,28.350000000000023,37.35000000000002,90.0,1528.0,35.7,194.0,0,0,0,0,0,0,-9.0,54549.600000000006
H36801,H,26.650000000000034,37.450000000000045,90.0,1458.0,40.4,116.0,0,0,0,0,0,0,-10.800000000000011,58903.2
L54700,L,26.950000000000045,38.150000000000034,90.0,1476.0,45.5,20.0,0,0,0,0,0,0,-11.199999999999989,67158.0
M18667,M,29.150000000000034,37.85000000000002,90.0,1408.0,45.6,124.0,0,0,0,0,0,0,-8.699999999999989,64204.8
L48891,L,24.850000000000023,34.55000000000001,90.0,1569.0,35.3,98.0,0,0,0,0,0,0,-9.699999999999989,55385.7
L47660,L,24.25,35.950000000000045,90.0,1487.0,41.2,176.0,0,0,0,0,0,0,-11.700000000000045,61264.4
M24672,M,25.05000000000001,36.05000000000001,90.0,1411.0,45.8,155.0,0,0,0,0,0,0,-11.0,64623.799999999996
L55237,L,27.05000000000001,38.35000000000002,90.0,1495.0,37.2,67.0,0,0,0,0,0,0,-11.300000000000011,55614.00000000001
L56499,L,25.350000000000023,36.25,90.0,1695.0,30.3,155.0,0,0,0,0,0,0,-10.899999999999977,51358.5
L56350,L,24.55000000000001,35.55000000000001,90.0,1518.0,46.8,124.0,0,0,0,0,0,0,-11.0,71042.4
L51625,L,29.450000000000045,37.25,90.0,1466.0,43.5,94.0,0,0,0,0,0,0,-7.7999999999999545,63771.0
L55893,L,23.950000000000045,35.25,90.0,1580.0,36.9,49.0,0,0,0,0,0,0,-11.299999999999955,58302.0
M21740,M,27.950000000000045,38.05000000000001,90.0,1535.0,39.9,112.0,0,0,0,0,0,0,-10.099999999999966,61246.5
L55406,L,25.950000000000045,37.25,90.0,1520.0,45.7,59.0,0,0,0,0,0,0,-11.299999999999955,69464.0
M17095,M,26.25,35.450000000000045,90.0,1491.0,42.7,183.0,0,0,0,0,0,0,-9.200000000000045,63665.700000000004
L53956,L,28.150000000000034,37.450000000000045,90.0,1451.0,47.5,98.0,0,0,0,0,0,0,-9.300000000000011,68922.5
L53862,L,28.350000000000023,37.650000000000034,90.0,1744.0,26.8,134.0,0,0,0,0,0,0,-9.300000000000011,46739.200000000004
L55204,L,27.75,38.75,90.0,1493.0,38.7,217.0,0,0,0,0,0,0,-11.0,57779.100000000006
M20978,M,27.75,38.05000000000001,90.0,1392.0,61.4,88.0,0,0,0,0,0,0,-10.300000000000011,85468.8
M18802,M,29.25,38.55000000000001,90.0,1456.0,39.0,122.0,0,0,0,0,0,0,-9.300000000000011,56784.0
M20469,M,29.450000000000045,39.05000000000001,90.0,1604.0,31.1,126.0,0,0,0,0,0,0,-9.599999999999966,49884.4
L55764,L,24.25,34.75,90.0,1390.0,38.6,57.0,0,0,0,0,0,0,-10.5,53654.0
L54238,L,27.450000000000045,37.25,90.0,1520.0,45.8,146.0,0,0,0,0,0,0,-9.799999999999955,69616.0
L50644,L,28.55000000000001,37.450000000000045,90.0,1463.0,44.2,42.0,0,0,0,0,0,0,-8.900000000000034,64664.600000000006
L50644,L,28.55000000000001,37.450000000000045,90.0,1512.0,39.9,100.0,0,0,0,0,0,0,-8.900000000000034,60328.799999999996
L56256,L,24.05000000000001,34.950000000000045,90.0,1567.0,36.0,162.0,0,0,0,0,0,0,-10.900000000000034,56412.0
L47219,L,25.650000000000034,35.950000000000045,90.0,1467.0,40.0,138.0,0,0,0,0,0,0,-10.300000000000011,58680.0
L47668,L,24.25,35.950000000000045,90.0,1443.0,48.6,188.0,0,0,0,0,0,0,-11.700000000000045,70129.8
L53012,L,28.150000000000034,38.05000000000001,90.0,1675.0,37.0,12.0,0,0,0,0,0,0,-9.899999999999977,61975.0
L49161,L,24.850000000000023,34.450000000000045,90.0,1481.0,41.7,119.0,0,0,0,0,0,0,-9.600000000000023,61757.700000000004
L55093,L,27.55000000000001,38.950000000000045,90.0,1335.0,41.9,157.0,0,0,0,0,0,0,-11.400000000000034,55936.5
L52425,L,30.55000000000001,39.950000000000045,90.0,1406.0,45.5,48.0,0,0,0,0,0,0,-9.400000000000034,63973.0
L54065,L,27.650000000000034,38.05000000000001,90.0,1397.0,43.0,111.0,0,0,0,0,0,0,-10.399999999999977,60071.0
L53271,L,27.75,37.650000000000034,90.0,1417.0,55.6,114.0,0,0,0,0,0,0,-9.900000000000034,78785.2
M19046,M,29.150000000000034,37.450000000000045,90.0,1570.0,34.6,170.0,0,0,0,0,0,0,-8.300000000000011,54322.0
L55261,L,27.150000000000034,38.450000000000045,90.0,1356.0,53.5,173.0,0,0,0,0,0,0,-11.300000000000011,72546.0
L49383,L,26.650000000000034,35.85000000000002,90.0,1490.0,36.5,100.0,0,0,0,0,0,0,-9.199999999999989,54385.0
L53974,L,28.05000000000001,37.650000000000034,90.0,1813.0,25.2,74.0,0,0,0,0,0,0,-9.600000000000023,45687.6
M16351,M,24.950000000000045,35.75,90.0,1353.0,55.1,173.0,0,0,0,0,0,0,-10.799999999999955,74550.3
L52782,L,29.75,38.75,90.0,1409.0,42.8,88.0,0,0,0,0,0,0,-9.0,60305.2
L52232,L,30.650000000000034,39.85000000000002,90.0,1718.0,25.8,178.0,0,0,0,0,0,0,-9.199999999999989,44324.4
L49308,L,26.25,35.85000000000002,90.0,1800.0,29.4,128.0,0,0,0,0,0,0,-9.600000000000023,52920.0
L50983,L,29.05000000000001,37.75,90.0,1389.0,48.0,119.0,0,0,0,0,0,0,-8.699999999999989,66672.0
L52483,L,30.650000000000034,40.05000000000001,90.0,1501.0,38.8,193.0,0,0,0,0,0,0,-9.399999999999977,58238.799999999996
L48345,L,23.950000000000045,34.950000000000045,90.0,1452.0,47.7,208.0,0,0,0,0,0,0,-11.0,69260.40000000001
L47694,L,24.350000000000023,36.05000000000001,90.0,1719.0,31.4,26.0,0,0,0,0,0,0,-11.699999999999989,53976.6
L49513,L,26.05000000000001,35.35000000000002,90.0,1426.0,45.1,101.0,0,0,0,0,0,0,-9.300000000000011,64312.6
L52745,L,29.25,38.75,90.0,1580.0,29.9,7.0,0,0,0,0,0,0,-9.5,47242.0
L54274,L,27.450000000000045,37.05000000000001,90.0,1447.0,46.9,21.0,0,0,0,0,0,0,-9.599999999999966,67864.3
H38751,H,25.350000000000023,35.75,90.0,1500.0,40.3,195.0,0,0,0,0,0,0,-10.399999999999977,60449.99999999999
L53760,L,28.450000000000045,37.55000000000001,90.0,1774.0,27.9,194.0,0,0,0,0,0,0,-9.099999999999966,49494.6
M21937,M,27.55000000000001,37.35000000000002,90.0,1451.0,31.0,0.0,0,0,0,0,0,0,-9.800000000000011,44981.0
L53636,L,27.55000000000001,37.150000000000034,90.0,1587.0,34.0,168.0,0,0,0,0,0,0,-9.600000000000023,53958.0
L56110,L,24.25,35.25,90.0,1546.0,39.4,0.0,0,0,0,0,0,0,-11.0,60912.399999999994
L50064,L,27.450000000000045,36.450000000000045,90.0,1409.0,41.1,180.0,0,0,0,0,0,0,-9.0,57909.9
L57070,L,25.650000000000034,36.650000000000034,90.0,1429.0,47.6,157.0,0,0,0,0,0,0,-11.0,68020.40000000001
L53071,L,28.25,37.85000000000002,90.0,1542.0,33.2,0.0,0,0,0,0,0,0,-9.600000000000023,51194.4
L49187,L,25.450000000000045,35.25,90.0,1402.0,45.5,104.0,0,0,0,0,0,0,-9.799999999999955,63791.0
L47227,L,25.650000000000034,36.05000000000001,90.0,1445.0,43.4,7.0,0,0,0,0,0,0,-10.399999999999977,62713.0
L47598,L,24.25,35.150000000000034,90.0,1589.0,38.5,0.0,0,0,0,0,0,0,-10.900000000000034,61176.5
L56257,L,24.150000000000034,35.25,90.0,1662.0,30.4,9.0,0,0,0,0,0,0,-11.099999999999966,50524.799999999996
M24593,M,25.75,36.85000000000002,90.0,1442.0,43.2,153.0,0,0,0,0,0,0,-11.100000000000023,62294.4
H30945,H,24.950000000000045,35.85000000000002,90.0,1438.0,46.9,60.0,0,0,0,0,0,0,-10.899999999999977,67442.2
L47395,L,25.150000000000034,35.450000000000045,90.0,1548.0,35.8,140.0,0,0,0,0,0,0,-10.300000000000011,55418.399999999994
L56300,L,24.25,35.25,90.0,1525.0,37.3,0.0,0,0,0,0,0,0,-11.0,56882.49999999999
L50756,L,28.55000000000001,37.950000000000045,90.0,1567.0,40.0,169.0,0,0,0,0,0,0,-9.400000000000034,62680.0
L55304,L,27.05000000000001,38.25,90.0,1535.0,42.2,127.0,0,0,0,0,0,0,-11.199999999999989,64777.00000000001
L50178,L,27.350000000000023,36.650000000000034,90.0,1616.0,34.5,20.0,0,0,0,0,0,0,-9.300000000000011,55752.0
L47527,L,24.350000000000023,35.150000000000034,90.0,1544.0,40.8,192.0,0,0,0,0,0,0,-10.800000000000011,62995.2
L49999,L,27.150000000000034,36.35000000000002,90.0,1694.0,29.8,142.0,0,0,0,0,0,0,-9.199999999999989,50481.200000000004
L56253,L,24.150000000000034,34.950000000000045,90.0,1442.0,44.0,159.0,0,0,0,0,0,0,-10.800000000000011,63448.0
L50163,L,27.450000000000045,36.35000000000002,90.0,1290.0,40.6,84.0,0,0,0,0,0,0,-8.899999999999977,52374.0
M20901,M,27.55000000000001,37.85000000000002,90.0,1492.0,43.1,51.0,0,0,0,0,0,0,-10.300000000000011,64305.200000000004
M24207,M,25.05000000000001,35.450000000000045,90.0,1635.0,31.1,23.0,0,0,0,0,0,0,-10.400000000000034,50848.5
L49640,L,25.850000000000023,35.450000000000045,90.0,1466.0,39.4,112.0,0,0,0,0,0,0,-9.600000000000023,57760.4
L47433,L,24.850000000000023,35.05000000000001,90.0,1491.0,46.3,171.0,0,0,0,0,0,0,-10.199999999999989,69033.3
L53231,L,27.75,37.55000000000001,90.0,1556.0,37.9,136.0,0,0,0,0,0,0,-9.800000000000011,58972.399999999994
L53670,L,27.450000000000045,36.75,90.0,1365.0,54.9,171.0,1,0,0,0,1,0,-9.299999999999955,74938.5
L53750,L,28.25,37.55000000000001,90.0,1456.0,47.3,101.0,0,0,0,0,0,0,-9.300000000000011,68868.8
L49271,L,26.350000000000023,36.05000000000001,90.0,1399.0,47.4,20.0,0,0,0,0,0,0,-9.699999999999989,66312.59999999999
L53071,L,28.25,37.85000000000002,90.0,1334.0,53.3,175.0,0,0,0,0,0,0,-9.600000000000023,71102.2
M15835,M,22.850000000000023,33.450000000000045,90.0,1587.0,35.8,121.0,0,0,0,0,0,0,-10.600000000000023,56814.6
L56474,L,25.150000000000034,36.05000000000001,90.0,1764.0,25.0,27.0,0,0,0,0,0,0,-10.899999999999977,44100.0
M18575,M,29.150000000000034,38.25,90.0,1443.0,42.8,46.0,0,0,0,0,0,0,-9.099999999999966,61760.399999999994
L55194,L,27.75,38.85000000000002,90.0,1500.0,49.7,188.0,0,0,0,0,0,0,-11.100000000000023,74550.0
M17124,M,26.05000000000001,35.25,90.0,1394.0,43.4,189.0,0,0,0,0,0,0,-9.199999999999989,60499.6
M17408,M,26.150000000000034,36.05000000000001,90.0,1492.0,37.5,111.0,0,0,0,0,0,0,-9.899999999999977,55950.0
M24157,M,24.950000000000045,35.650000000000034,90.0,1554.0,39.4,195.0,0,0,0,0,0,0,-10.699999999999989,61227.6
L55138,L,27.850000000000023,38.950000000000045,90.0,1436.0,49.9,48.0,0,0,0,0,0,0,-11.100000000000023,71656.4
L49085,L,24.75,34.450000000000045,90.0,1348.0,53.0,176.0,0,0,0,0,0,0,-9.700000000000045,71444.0
L54189,L,27.350000000000023,37.35000000000002,90.0,1470.0,40.5,12.0,0,0,0,0,0,0,-10.0,59535.0
L55861,L,24.05000000000001,35.25,90.0,1706.0,28.9,183.0,0,0,0,0,0,0,-11.199999999999989,49303.399999999994
L53945,L,28.350000000000023,37.75,90.0,1629.0,34.1,11.0,0,0,0,0,0,0,-9.399999999999977,55548.9
L53270,L,27.75,37.650000000000034,90.0,1658.0,28.4,14.0,0,0,0,0,0,0,-9.900000000000034,47087.2
L56356,L,24.650000000000034,35.75,90.0,1540.0,40.4,2.0,0,0,0,0,0,0,-11.099999999999966,62216.0
L56162,L,23.850000000000023,34.55000000000001,90.0,1564.0,37.1,126.0,0,0,0,0,0,0,-10.699999999999989,58024.4
L50231,L,27.05000000000001,35.950000000000045,90.0,1396.0,50.7,59.0,0,0,0,0,0,0,-8.900000000000034,70777.2
M20734,M,28.350000000000023,37.950000000000045,90.0,1660.0,35.5,159.0,0,0,0,0,0,0,-9.600000000000023,58930.0
L50209,L,27.25,36.35000000000002,90.0,1551.0,35.3,4.0,0,0,0,0,0,0,-9.100000000000023,54750.299999999996
L50593,L,28.150000000000034,37.25,90.0,1560.0,36.3,129.0,0,0,0,0,0,0,-9.099999999999966,56627.99999999999
L49530,L,26.150000000000034,35.35000000000002,90.0,1436.0,43.7,33.0,0,0,0,0,0,0,-9.199999999999989,62753.200000000004
L56142,L,24.150000000000034,34.75,90.0,1628.0,30.2,50.0,0,0,0,0,0,0,-10.599999999999966,49165.6
M16687,M,24.650000000000034,34.25,90.0,1412.0,44.8,177.0,0,0,0,0,0,0,-9.599999999999966,63257.6
L55912,L,24.05000000000001,35.35000000000002,90.0,1604.0,29.4,141.0,0,0,0,0,0,0,-11.300000000000011,47157.6
M24124,M,25.150000000000034,35.55000000000001,90.0,1520.0,42.0,2.0,0,0,0,0,0,0,-10.399999999999977,63840.0
L54698,L,27.05000000000001,38.35000000000002,90.0,1462.0,40.8,17.0,0,0,0,0,0,0,-11.300000000000011,59649.6
M21957,M,27.450000000000045,37.05000000000001,90.0,1233.0,47.6,23.0,0,0,0,0,0,0,-9.599999999999966,58690.8
H35758,H,27.75,37.35000000000002,90.0,1408.0,47.4,8.0,0,0,0,0,0,0,-9.600000000000023,66739.2
M16227,M,25.55000000000001,37.05000000000001,90.0,1481.0,37.5,75.0,0,0,0,0,0,0,-11.5,55537.5
L52245,L,30.950000000000045,39.950000000000045,90.0,1665.0,31.1,158.0,0,0,0,0,0,0,-9.0,51781.5
L48306,L,23.75,34.75,90.0,1497.0,38.6,139.0,0,0,0,0,0,0,-11.0,57784.200000000004
M20456,M,29.55000000000001,38.85000000000002,90.0,1639.0,36.7,74.0,0,0,0,0,0,0,-9.300000000000011,60151.3
L48908,L,25.05000000000001,34.55000000000001,90.0,1608.0,33.8,109.0,0,0,0,0,0,0,-9.5,54350.399999999994
L48006,L,23.350000000000023,34.150000000000034,90.0,1366.0,50.5,199.0,0,0,0,0,0,0,-10.800000000000011,68983.0
L54452,L,27.05000000000001,37.150000000000034,90.0,1709.0,28.7,40.0,0,0,0,0,0,0,-10.100000000000023,49048.299999999996
L56400,L,24.650000000000034,35.650000000000034,90.0,1282.0,58.1,108.0,0,0,0,0,0,0,-11.0,74484.2
M21824,M,27.55000000000001,37.85000000000002,90.0,1461.0,52.3,104.0,0,0,0,0,0,0,-10.300000000000011,76410.3
M21555,M,28.55000000000001,37.85000000000002,90.0,1311.0,55.8,36.0,0,0,0,0,0,0,-9.300000000000011,73153.8
L52902,L,29.150000000000034,38.55000000000001,90.0,1488.0,44.6,178.0,0,0,0,0,0,0,-9.399999999999977,66364.8
L47940,L,23.75,34.650000000000034,90.0,1555.0,33.5,109.0,0,0,0,0,0,0,-10.900000000000034,52092.5
L56212,L,24.25,35.05000000000001,90.0,1335.0,50.6,33.0,0,0,0,0,0,0,-10.800000000000011,67551.0
L55233,L,27.05000000000001,38.35000000000002,90.0,1460.0,45.1,56.0,0,0,0,0,0,0,-11.300000000000011,65846.0
M22614,M,27.25,38.650000000000034,90.0,1478.0,21.8,185.0,0,0,0,0,0,0,-11.400000000000034,32220.4
H33912,H,29.350000000000023,37.150000000000034,90.0,1480.0,43.0,156.0,0,0,0,0,0,0,-7.800000000000011,63640.0
H33509,H,29.05000000000001,37.650000000000034,90.0,1638.0,32.9,142.0,0,0,0,0,0,0,-8.600000000000023,53890.2
L54249,L,27.650000000000034,37.450000000000045,90.0,1539.0,41.2,131.0,0,0,0,0,0,0,-9.800000000000011,63406.8
L55406,L,25.950000000000045,37.35000000000002,90.0,1549.0,39.6,59.0,0,0,0,0,0,0,-11.399999999999977,61340.4
L47786,L,24.75,36.75,90.0,1461.0,51.1,40.0,0,0,0,0,0,0,-12.0,74657.1
L48836,L,25.05000000000001,34.85000000000002,90.0,1635.0,35.8,160.0,0,0,0,0,0,0,-9.800000000000011,58532.99999999999
L50291,L,26.850000000000023,36.150000000000034,90.0,1469.0,43.9,5.0,0,0,0,0,0,0,-9.300000000000011,64489.1
M19840,M,30.55000000000001,39.650000000000034,90.0,1627.0,31.8,203.0,0,0,0,0,0,0,-9.100000000000023,51738.6
L51884,L,30.450000000000045,38.75,90.0,1561.0,39.5,153.0,0,0,0,0,0,0,-8.299999999999955,61659.5
L53037,L,28.150000000000034,37.85000000000002,90.0,1645.0,32.6,78.0,0,0,0,0,0,0,-9.699999999999989,53627.0
L47364,L,25.05000000000001,35.05000000000001,90.0,1525.0,41.1,59.0,0,0,0,0,0,0,-10.0,62677.5
M23050,M,26.55000000000001,37.75,90.0,1620.0,36.2,203.0,0,0,0,0,0,0,-11.199999999999989,58644.00000000001
L56302,L,24.25,35.450000000000045,90.0,1580.0,41.2,66.0,0,0,0,0,0,0,-11.200000000000045,65096.00000000001
M21705,M,28.150000000000034,38.35000000000002,90.0,1521.0,36.6,0.0,0,0,0,0,0,0,-10.199999999999989,55668.6
M17862,M,27.350000000000023,36.650000000000034,90.0,1445.0,38.9,148.0,0,0,0,0,0,0,-9.300000000000011,56210.5
L48709,L,24.850000000000023,35.55000000000001,90.0,1452.0,40.2,0.0,0,0,0,0,0,0,-10.699999999999989,58370.4
L56367,L,24.75,35.85000000000002,90.0,1341.0,48.9,28.0,0,0,0,0,0,0,-11.100000000000023,65574.9
M23403,M,25.350000000000023,36.35000000000002,90.0,1561.0,48.7,104.0,0,0,0,0,0,0,-11.0,76020.70000000001
L47409,L,25.150000000000034,35.35000000000002,90.0,1642.0,32.2,173.0,0,0,0,0,0,0,-10.199999999999989,52872.4
L51719,L,29.350000000000023,37.650000000000034,90.0,1374.0,44.3,142.0,1,0,1,0,0,0,-8.300000000000011,60868.2
M19312,M,29.350000000000023,37.05000000000001,90.0,1620.0,35.9,62.0,0,0,0,0,0,0,-7.699999999999989,58158.0
L48867,L,25.05000000000001,34.85000000000002,90.0,1403.0,48.7,179.0,0,0,0,0,0,0,-9.800000000000011,68326.1
M18373,M,28.25,37.25,90.0,1521.0,38.1,137.0,0,0,0,0,0,0,-9.0,57950.1
L50558,L,28.350000000000023,37.55000000000001,90.0,1568.0,41.3,20.0,0,0,0,0,0,0,-9.199999999999989,64758.399999999994
L54901,L,27.350000000000023,38.450000000000045,90.0,1402.0,51.9,102.0,0,0,0,0,0,0,-11.100000000000023,72763.8
M17183,M,25.950000000000045,35.450000000000045,90.0,1401.0,47.0,173.0,0,0,0,0,0,0,-9.5,65847.0
L49377,L,26.55000000000001,35.950000000000045,90.0,1712.0,24.6,79.0,0,0,0,0,0,0,-9.400000000000034,42115.200000000004
L51203,L,28.850000000000023,37.650000000000034,90.0,1771.0,27.6,204.0,0,0,0,0,0,0,-8.800000000000011,48879.600000000006
L56947,L,25.450000000000045,36.450000000000045,90.0,1526.0,35.0,21.0,0,0,0,0,0,0,-11.0,53410.0
M19393,M,29.25,37.150000000000034,90.0,1565.0,34.1,161.0,0,0,0,0,0,0,-7.900000000000034,53366.5
L47488,L,24.75,35.55000000000001,90.0,1305.0,47.1,155.0,0,0,0,0,0,0,-10.800000000000011,61465.5
L56204,L,24.25,35.25,90.0,1585.0,46.2,146.0,0,0,0,0,0,0,-11.0,73227.0
L55981,L,24.25,35.450000000000045,90.0,1555.0,33.6,75.0,0,0,0,0,0,0,-11.200000000000045,52248.0
L54241,L,27.450000000000045,37.25,90.0,1507.0,41.7,155.0,0,0,0,0,0,0,-9.799999999999955,62841.9
H34464,H,30.650000000000034,39.75,90.0,1568.0,35.7,182.0,0,0,0,0,0,0,-9.099999999999966,55977.600000000006
L51698,L,29.25,37.150000000000034,90.0,1376.0,45.8,123.0,1,0,1,0,0,0,-7.900000000000034,63020.799999999996
L50631,L,28.450000000000045,37.450000000000045,90.0,1455.0,43.9,135.0,0,0,0,0,0,0,-9.0,63874.5
L55982,L,24.25,35.450000000000045,90.0,1524.0,37.8,73.0,0,0,0,0,0,0,-11.200000000000045,57607.2
M21318,M,28.25,37.35000000000002,90.0,1603.0,38.1,89.0,0,0,0,0,0,0,-9.100000000000023,61074.3
M16302,M,25.650000000000034,36.85000000000002,90.0,1756.0,29.9,55.0,0,0,0,0,0,0,-11.199999999999989,52504.399999999994
L47436,L,24.950000000000045,35.05000000000001,90.0,1585.0,37.5,13.0,0,0,0,0,0,0,-10.099999999999966,59437.5
L49078,L,24.650000000000034,34.25,90.0,1488.0,40.0,157.0,0,0,0,0,0,0,-9.599999999999966,59520.0
M23917,M,24.150000000000034,35.25,90.0,1686.0,29.8,97.0,0,0,0,0,0,0,-11.099999999999966,50242.8
M18451,M,28.650000000000034,37.450000000000045,90.0,1458.0,41.4,153.0,0,0,0,0,0,0,-8.800000000000011,60361.2
L49868,L,26.75,36.35000000000002,90.0,1389.0,50.3,33.0,0,0,0,0,0,0,-9.600000000000023,69866.7
L55550,L,25.650000000000034,36.650000000000034,90.0,1611.0,32.2,19.0,0,0,0,0,0,0,-11.0,51874.200000000004
L54671,L,27.05000000000001,38.55000000000001,90.0,1320.0,52.5,191.0,0,0,0,0,0,0,-11.5,69300.0
L51322,L,28.75,36.950000000000045,90.0,1424.0,50.2,54.0,0,0,0,0,0,0,-8.200000000000045,71484.8
M22526,M,27.450000000000045,38.450000000000045,90.0,1592.0,35.0,0.0,0,0,0,0,0,0,-11.0,55720.0
L56727,L,26.150000000000034,37.35000000000002,90.0,1680.0,29.7,166.0,0,0,0,0,0,0,-11.199999999999989,49896.0
L51000,L,29.150000000000034,37.650000000000034,90.0,1621.0,33.1,102.0,0,0,0,0,0,0,-8.5,53655.100000000006
M15456,M,24.450000000000045,36.450000000000045,90.0,1420.0,37.3,10.0,0,0,0,0,0,0,-12.0,52965.99999999999
M22531,M,27.350000000000023,38.450000000000045,90.0,1456.0,51.1,166.0,0,0,0,0,0,0,-11.100000000000023,74401.6
L49366,L,26.55000000000001,36.25,90.0,1445.0,42.9,141.0,0,0,0,0,0,0,-9.699999999999989,61990.5
L47786,L,24.75,36.75,90.0,1561.0,33.5,38.0,0,0,0,0,0,0,-12.0,52293.5
L53272,L,27.850000000000023,37.75,90.0,1496.0,39.2,193.0,0,0,0,0,0,0,-9.899999999999977,58643.200000000004
L54363,L,27.150000000000034,37.25,90.0,1593.0,36.5,166.0,0,0,0,0,0,0,-10.099999999999966,58144.5
M22230,M,26.450000000000045,36.950000000000045,90.0,1355.0,50.1,76.0,0,0,0,0,0,0,-10.5,67885.5
L56498,L,25.25,35.950000000000045,90.0,1511.0,37.7,160.0,0,0,0,0,0,0,-10.700000000000045,56964.700000000004
L49968,L,27.150000000000034,36.35000000000002,90.0,1326.0,39.1,112.0,0,0,0,0,0,0,-9.199999999999989,51846.6
M22956,M,27.650000000000034,39.450000000000045,90.0,1376.0,53.6,119.0,0,0,0,0,0,0,-11.800000000000011,73753.6
L55357,L,26.55000000000001,37.950000000000045,90.0,1609.0,44.9,174.0,0,0,0,0,0,0,-11.400000000000034,72244.09999999999
L53257,L,27.850000000000023,37.650000000000034,90.0,1551.0,36.2,201.0,0,0,0,0,0,0,-9.800000000000011,56146.200000000004
L47660,L,24.25,35.85000000000002,90.0,1583.0,29.8,166.0,0,0,0,0,0,0,-11.600000000000023,47173.4
L50096,L,27.450000000000045,36.450000000000045,90.0,1516.0,38.7,142.0,0,0,0,0,0,0,-9.0,58669.200000000004
L48894,L,25.05000000000001,34.650000000000034,90.0,1688.0,30.6,110.0,0,0,0,0,0,0,-9.600000000000023,51652.8
M21814,M,27.55000000000001,37.85000000000002,90.0,1481.0,37.8,26.0,0,0,0,0,0,0,-10.300000000000011,55981.799999999996
L48610,L,25.75,36.85000000000002,90.0,1462.0,39.1,23.0,0,0,0,0,0,0,-11.100000000000023,57164.200000000004
L53942,L,28.25,37.75,90.0,1400.0,54.3,9.0,0,0,0,0,0,0,-9.5,76020.0
L55622,L,25.450000000000045,36.85000000000002,90.0,1517.0,39.0,7.0,0,0,0,0,0,0,-11.399999999999977,59163.0
M22315,M,27.05000000000001,38.25,90.0,1397.0,45.2,15.0,0,0,0,0,0,0,-11.199999999999989,63144.4
L51966,L,30.55000000000001,39.450000000000045,90.0,1606.0,34.3,134.0,0,0,0,0,0,0,-8.900000000000034,55085.799999999996
L56777,L,25.75,37.05000000000001,90.0,1463.0,38.7,43.0,0,0,0,0,0,0,-11.300000000000011,56618.100000000006
M18007,M,27.25,36.55000000000001,90.0,1403.0,48.3,104.0,0,0,0,0,0,0,-9.300000000000011,67764.9
M18584,M,29.350000000000023,38.05000000000001,90.0,1353.0,51.7,70.0,1,0,1,0,0,0,-8.699999999999989,69950.1
L47477,L,24.850000000000023,35.35000000000002,90.0,1513.0,39.3,124.0,0,0,0,0,0,0,-10.5,59460.899999999994
L47884,L,24.55000000000001,35.75,90.0,1516.0,34.6,92.0,0,0,0,0,0,0,-11.199999999999989,52453.6
M17290,M,25.75,35.05000000000001,90.0,1424.0,47.8,40.0,0,0,0,0,0,0,-9.300000000000011,68067.2
M24538,M,25.850000000000023,36.950000000000045,90.0,1352.0,48.4,17.0,0,0,0,0,0,0,-11.100000000000023,65436.799999999996
M16262,M,25.75,36.950000000000045,90.0,1613.0,31.1,171.0,0,0,0,0,0,0,-11.200000000000045,50164.3
L47396,L,25.150000000000034,35.450000000000045,90.0,1499.0,38.4,144.0,0,0,0,0,0,0,-10.300000000000011,57561.6
L47381,L,25.150000000000034,35.35000000000002,90.0,1492.0,40.3,197.0,0,0,0,0,0,0,-10.199999999999989,60127.6
L53895,L,28.150000000000034,37.450000000000045,90.0,1514.0,44.6,92.0,0,0,0,0,0,0,-9.300000000000011,67524.40000000001
M23304,M,25.75,37.05000000000001,90.0,1487.0,42.9,9.0,0,0,0,0,0,0,-11.300000000000011,63792.299999999996
M22133,M,27.05000000000001,37.150000000000034,90.0,1704.0,29.2,101.0,0,0,0,0,0,0,-10.100000000000023,49756.799999999996
L52411,L,30.650000000000034,39.950000000000045,90.0,1466.0,42.2,25.0,0,0,0,0,0,0,-9.300000000000011,61865.200000000004
L51575,L,29.150000000000034,36.950000000000045,90.0,1403.0,48.7,59.0,0,0,0,0,0,0,-7.800000000000011,68326.1
L56275,L,24.150000000000034,34.950000000000045,90.0,1483.0,45.7,17.0,0,0,0,0,0,0,-10.800000000000011,67773.1
L55417,L,25.950000000000045,37.450000000000045,90.0,1556.0,38.9,204.0,0,0,0,0,0,0,-11.5,60528.399999999994
L49979,L,27.150000000000034,36.450000000000045,90.0,1427.0,42.7,85.0,0,0,0,0,0,0,-9.300000000000011,60932.9
L49905,L,26.650000000000034,36.150000000000034,90.0,1478.0,46.1,122.0,0,0,0,0,0,0,-9.5,68135.8
